location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,verified,application_date,works_outside_US
"Los Angeles, CA",California,3063.5,24,'critical/other existing credit',?,1275,3355.15,?,2,'male div/sep',none,4,'real estate',36,none,own,2,skilled,1,yes,no,Good,?,05/08/1996,no
"Los Angeles, CA",California,47.73,24,'delayed previously',radio/tv,6403,0,<1,1,'male single',none,2,car,33,none,own,1,skilled,1,none,yes,good,?,05/09/1996,yes
"Los Angeles, CA",California,-1458.47,?,?,radio/tv,1987,47.43,1<=X<4,2,'male single',none,4,'real estate',?,none,rent,1,'unskilled resident',2,none,yes,Bad,?,05/10/1996,yes
"Los Angeles, CA",California,33.27,8,'existing paid',radio/tv,?,43.74,4<=X<7,4,'female div/dep/mar',guarantor,2,'real estate',44,none,own,1,'unskilled resident',1,none,yes,Good,?,05/11/1996,yes
"Los Angeles, CA",California,0,?,'existing paid','used car',?,0,1<=X<4,2,?,none,4,car,28,none,?,1,skilled,1,yes,no,Bad,?,05/12/1996,no
"San Jose, CA",California,0,4,'critical/other existing credit','new car',3380,0,4<=X<7,1,'female div/dep/mar',none,1,'real estate',37,none,own,1,?,?,none,yes,Good,?,05/13/1996,yes
"Los Angeles, CA",California,71,36,'all paid','domestic appliance',3990,0,<1,?,'female div/dep/mar',?,2,'no known property',29,?,own,1,'unemp/unskilled non res',1,none,yes,Bad,?,05/14/1996,yes
"Los Angeles, CA",California,37.8,24,'existing paid','used car',11560,91.89,1<=X<4,1,'female div/dep/mar',none,4,car,23,none,?,2,'high qualif/self emp/mgmt',1,none,yes,Good,?,05/15/1996,yes
"Los Angeles, CA",California,-4024.01,18,'existing paid','new car',4380,411.17,?,3,'male single',none,4,car,35,none,?,1,?,2,yes,Unknown,bad,?,05/16/1996,Unknown
"Los Angeles, CA",California,0,6,'critical/other existing credit','new car',?,0,4<=X<7,1,'male single',?,3,'no known property',?,none,own,2,'high qualif/self emp/mgmt',2,yes,no,good,?,05/17/1996,no
"Palo Alto, CA",California,126.63,30,'no credits/all paid',business,4280,374.88,1<=X<4,4,'female div/dep/mar',none,?,car,26,none,rent,2,'unskilled resident',?,?,no,Good,?,05/18/1996,no
"Merced, CA",California,-210.65,24,'all paid','new car',2325,355.29,4<=X<7,2,'male single',none,3,?,32,bank,own,1,skilled,1,?,no,Good,?,05/19/1996,no
"Monterey, CA",California,138.02,10,'all paid',radio/tv,?,60.77,1<=X<4,4,'male single',none,4,?,23,stores,?,1,'unskilled resident',1,?,yes,Good,?,05/20/1996,yes
"Monterey, CA",California,0,21,'existing paid',radio/tv,3160,0,>=7,4,'male single',none,3,'life insurance',41,none,own,1,skilled,1,yes,no,bad,?,05/21/1996,no
"Monterey, CA",California,-5175.66,24,'all paid',furniture/equipment,2483,899.82,1<=X<4,?,'male single',none,4,'real estate',22,stores,own,1,skilled,1,yes,no,Bad,?,05/22/1996,no
"Nevada, CA",California,-9114.34,39,'critical/other existing credit',furniture/equipment,14179,0,4<=X<7,?,'male single',none,4,'life insurance',30,?,own,2,'high qualif/self emp/mgmt',1,yes,yes,bad,?,05/23/1996,yes
"Orange, CA",California,-1569.65,?,'critical/other existing credit',business,1797,51.04,<1,3,'male single',none,1,'life insurance',28,bank,own,2,'unskilled resident',1,none,no,Good,?,05/24/1996,no
"Orange, CA",California,-206,15,'existing paid','new car',2511,0,unemployed,1,'female div/dep/mar',none,4,car,23,none,?,1,skilled,1,none,yes,Good,?,05/25/1996,yes
"Orange, CA",California,-1128.82,?,'existing paid','new car',1274,31.64,<1,3,'female div/dep/mar',none,1,'real estate',37,none,own,1,'unskilled resident',1,none,yes,Good,?,05/26/1996,yes
"Orange, CA",California,0,?,'existing paid','used car',5248,0,1<=X<4,1,'male single',none,?,car,26,none,own,1,skilled,1,none,yes,Good,?,05/27/1996,yes
"Orange, CA",California,0,15,'existing paid','used car',3029,0,?,2,'male single',none,2,car,33,none,own,1,skilled,1,none,yes,good,?,05/28/1996,yes
"Orange, CA",California,-1907.79,6,'existing paid',furniture/equipment,?,0,>=7,2,'female div/dep/mar',none,1,'life insurance',49,?,?,1,skilled,1,yes,yes,Bad,?,05/29/1996,yes
"Orange, CA",California,-4959.02,18,'existing paid','new car',976,41.22,<1,1,'female div/dep/mar',none,2,car,23,none,own,1,'unskilled resident',1,none,no,Good,?,05/30/1996,no
"Sacramento, CA",California,169.84,12,'existing paid',business,841,406.75,4<=X<7,?,'female div/dep/mar',none,4,'real estate',23,none,rent,1,'unskilled resident',1,none,yes,Good,?,05/31/1996,yes
"Sacramento, CA",California,0,30,'critical/other existing credit',radio/tv,5771,0,4<=X<7,4,'female div/dep/mar',none,2,car,25,none,?,2,?,1,none,yes,Bad,?,06/01/1996,yes
"San Bernardino, CA",California,0,?,'delayed previously',repairs,1555,0,>=7,4,'male single',none,4,'no known property',55,none,'for free',2,skilled,?,none,Unknown,good,?,06/02/1996,Unknown
"San Bernardino, CA",California,-7700.17,24,'existing paid',?,1285,0,4<=X<7,4,'female div/dep/mar',none,4,?,32,none,rent,1,?,-98988855,none,yes,Good,?,06/03/1996,yes
"San Bernardino, CA",California,9099.65,6,'critical/other existing credit','new car',1299,98.73,1<=X<4,1,'male single',none,1,'real estate',?,none,?,3,'unemp/unskilled non res',2,none,yes,Good,?,06/04/1996,yes
"San Diego, CA",California,9437.28,15,'critical/other existing credit',radio/tv,1271,0,1<=X<4,3,'male single',none,?,'no known property',39,none,'for free',2,skilled,1,yes,yes,bad,?,06/05/1996,yes
"San Diego, CA",California,0,24,'existing paid','new car',1393,0,1<=X<4,?,'male single',guarantor,2,'real estate',31,none,?,1,skilled,1,yes,no,Good,?,06/06/1996,no
"San Diego, CA",California,-114.67,12,'critical/other existing credit','new car',691,15.15,>=7,4,'male single',none,3,'life insurance',35,none,?,2,skilled,1,none,no,Bad,?,06/07/1996,no
"San Diego, CA",California,0,15,'critical/other existing credit','new car',?,0,>=7,1,?,?,4,car,59,none,own,1,skilled,1,yes,yes,Bad,?,06/08/1996,yes
"San Francisco, CA",California,-4560.48,18,'critical/other existing credit',furniture/equipment,2124,34.4,1<=X<4,4,'female div/dep/mar',none,4,'real estate',24,none,rent,2,skilled,1,none,yes,good,?,06/09/1996,yes
"San Joaquin, CA",California,-1694.38,12,'existing paid',radio/tv,2214,0,1<=X<4,4,'male single',none,3,'life insurance',24,none,own,1,'unskilled resident',1,none,yes,Good,?,06/10/1996,yes
"San Joaquin, CA",California,0,21,'critical/other existing credit','new car',?,0,?,4,'male single',none,4,'no known property',30,none,'for free',1,'high qualif/self emp/mgmt',1,yes,yes,bad,?,06/11/1996,yes
"San Luis Obispo, CA",California,0,24,'critical/other existing credit',?,2463,0,4<=X<7,4,'male mar/wid',none,3,'life insurance',27,none,?,2,?,1,yes,no,Bad,?,06/12/1996,no
"San Mateo, CA",California,121.72,12,?,radio/tv,?,15.47,?,3,?,?,3,'real estate',40,bank,own,2,'unskilled resident',1,none,yes,Good,?,06/13/1996,yes
"San Mateo, CA",California,0,30,?,furniture/equipment,3108,0,<1,2,'male div/sep',none,4,'life insurance',31,none,?,1,'unskilled resident',1,?,no,Bad,?,06/14/1996,no
"Santa Clara, CA",California,0,?,'existing paid','used car',2901,0,<1,1,'female div/dep/mar',?,?,?,31,none,rent,1,skilled,?,none,yes,good,?,06/15/1996,yes
"Santa Clara, CA",California,95.13,12,'critical/other existing credit',furniture/equipment,3617,92.79,>=7,?,'male single',?,4,?,28,none,rent,3,skilled,1,yes,Unknown,good,?,06/16/1996,Unknown
"Santa Clara, CA",California,0,12,'critical/other existing credit',?,1655,0,>=7,2,'male single',none,4,'real estate',?,none,own,2,'unskilled resident',1,yes,no,Good,?,06/17/1996,no
"Solano, CA",California,-5367.96,24,'existing paid','used car',2812,0,>=7,2,'female div/dep/mar',none,4,'real estate',26,none,rent,1,skilled,1,none,yes,good,?,06/18/1996,yes
"Sonoma, CA",California,-1433.67,36,?,education,8065,52.31,1<=X<4,3,'female div/dep/mar',none,2,'no known property',25,none,own,2,'high qualif/self emp/mgmt',1,yes,yes,Bad,?,06/19/1996,yes
"Stanislaus, CA",California,0,21,'critical/other existing credit','used car',3275,0,>=7,1,'male single',none,4,car,36,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,good,?,06/20/1996,yes
"Stanislaus, CA",California,0,24,'critical/other existing credit',radio/tv,2223,0,>=7,4,'male single',none,4,'life insurance',?,?,own,2,skilled,1,none,no,Good,?,06/21/1996,no
"Tulare, CA",California,4970.39,?,'critical/other existing credit','new car',1480,818.86,unemployed,2,'male single',?,4,?,?,?,'for free',3,'unemp/unskilled non res',?,none,no,Bad,?,06/22/1996,no
"Ventura, CA",California,-7880.14,24,'existing paid','new car',?,0,1<=X<4,4,'female div/dep/mar',none,?,'real estate',25,none,rent,1,skilled,1,none,yes,Good,?,06/23/1996,yes
"Yolo, CA",California,0,36,'critical/other existing credit','new car',3535,0,4<=X<7,4,?,none,4,car,37,none,own,2,skilled,1,yes,yes,Good,?,06/24/1996,yes
"Yolo, CA",California,-5787.14,18,'existing paid',radio/tv,3509,5.6,4<=X<7,?,'female div/dep/mar',guarantor,1,'real estate',25,none,own,1,skilled,1,none,no,Bad,?,06/25/1996,no
"Adams, CO",Colorado,0,?,'critical/other existing credit','used car',5711,0,>=7,4,?,none,?,car,38,none,own,2,?,1,yes,yes,good,?,06/26/1996,yes
"Logan, CO",Colorado,0,18,'existing paid',repairs,3872,0,unemployed,2,'female div/dep/mar',none,4,car,67,none,own,1,skilled,1,yes,no,Bad,?,06/27/1996,no
"Logan, CO",Colorado,143.98,39,'critical/other existing credit',radio/tv,4933,27.57,4<=X<7,2,'male single',guarantor,2,'real estate',25,none,own,2,skilled,1,none,no,Bad,?,06/28/1996,no
"Denver, CO",Colorado,0,?,'critical/other existing credit','new car',1940,0,>=7,4,'male single',none,4,'real estate',60,none,own,1,skilled,1,yes,yes,good,?,06/29/1996,yes
"Fairfield, CT",Connecticut,124.22,12,'no credits/all paid',retraining,1410,39.88,1<=X<4,2,'male single',none,2,'real estate',31,none,own,1,'unskilled resident',1,yes,Unknown,Good,?,06/30/1996,Unknown
"New Haven, CT",Connecticut,18.9,12,'existing paid','new car',836,197.77,<1,4,'female div/dep/mar',none,2,'life insurance',23,bank,own,1,'unskilled resident',1,none,no,Bad,?,07/01/1996,no
District of Columbia,District of Columbia,92.6,20,'existing paid','used car',6468,0,unemployed,1,'male div/sep',none,4,'real estate',60,none,own,1,'high qualif/self emp/mgmt',1,yes,no,Good,?,07/02/1996,no
District of Columbia,District of Columbia,20.17,18,'existing paid',business,1941,9298.08,1<=X<4,4,'male single',none,2,'life insurance',35,none,own,1,'unskilled resident',1,yes,yes,good,?,07/03/1996,yes
"New Castle, DE",Delaware,0,22,'existing paid',radio/tv,2675,0,>=7,3,?,none,4,car,40,none,own,1,skilled,?,none,no,Bad,?,07/04/1996,no
"New Castle, DE",Delaware,0,48,?,'used car',?,0,?,4,'male single',none,3,car,38,none,own,2,skilled,2,yes,yes,bad,?,07/05/1996,yes
"Bay, FL",Florida,22.41,48,'delayed previously',education,?,88.44,>=7,4,'male single',none,4,'no known property',50,none,'for free',1,skilled,1,none,yes,Good,?,07/06/1996,yes
"Bay, FL",Florida,0,40,'critical/other existing credit',education,5998,0,1<=X<4,4,'male single',?,3,'no known property',27,bank,own,1,?,1,yes,yes,bad,?,07/07/1996,yes
"Brevard, FL",Florida,49.35,21,'existing paid',?,1188,39.92,>=7,2,'female div/dep/mar',none,4,'life insurance',?,none,own,1,skilled,2,none,yes,Good,?,07/08/1996,yes
"Brevard, FL",Florida,0,24,'existing paid','used car',6313,0,>=7,?,'male single',none,4,car,41,none,own,1,'high qualif/self emp/mgmt',2,yes,no,Bad,?,07/09/1996,no
"Brevard, FL",Florida,0,?,'critical/other existing credit',furniture/equipment,1221,0,1<=X<4,1,'male mar/wid',none,2,'life insurance',27,none,own,2,skilled,1,none,Unknown,Good,?,07/10/1996,Unknown
"Brevard, FL",Florida,5071.29,?,'existing paid',furniture/equipment,2892,40.12,?,3,'male div/sep',none,4,'no known property',51,none,'for free',1,skilled,1,none,no,Good,?,07/11/1996,no
"Broward, FL",Florida,0,24,'existing paid',furniture/equipment,3062,0,>=7,4,'male single',none,3,'no known property',32,none,rent,1,skilled,1,yes,yes,Bad,?,07/12/1996,yes
"Broward, FL",Florida,0,9,?,furniture/equipment,2301,0,<1,2,?,none,4,'life insurance',?,none,rent,1,skilled,1,none,no,bad,?,07/13/1996,no
"Broward, FL",Florida,-3171.02,18,'existing paid','used car',?,0,>=7,1,'male single',none,4,'life insurance',51,?,'for free',1,skilled,2,yes,Unknown,bad,?,07/14/1996,Unknown
"Broward, FL",Florida,0,12,'critical/other existing credit',furniture/equipment,1258,0,<1,?,'female div/dep/mar',none,4,'life insurance',22,none,rent,2,'unskilled resident',1,?,no,Good,?,07/15/1996,no
"Collier, FL",Florida,0,?,'delayed previously','new car',717,0,>=7,4,'male mar/wid',none,4,car,54,none,own,2,skilled,?,yes,yes,Good,?,07/16/1996,yes
"Miami-Dade, FL",Florida,67.27,9,'existing paid','new car',?,0,<1,?,'male single',none,2,'real estate',35,none,own,?,'unemp/unskilled non res',1,none,yes,Good,?,07/17/1996,yes
"Miami-Dade, FL",Florida,0,24,'critical/other existing credit',education,?,0,>=7,4,?,none,4,'no known property',?,none,'for free',2,skilled,2,none,yes,Bad,?,07/18/1996,yes
"Miami-Dade, FL",Florida,193.43,18,'critical/other existing credit',radio/tv,1795,34.86,>=7,3,'female div/dep/mar',guarantor,4,'real estate',48,bank,rent,?,'unskilled resident',1,yes,no,Good,?,07/19/1996,no
"Miami-Dade, FL",Florida,-8219.36,20,'critical/other existing credit',furniture/equipment,4272,94.81,>=7,1,?,none,4,'life insurance',24,?,own,2,skilled,1,?,no,Bad,?,07/20/1996,no
"Miami-Dade, FL",Florida,0,12,?,?,976,0,>=7,4,'male single',?,4,car,35,none,own,2,skilled,1,none,no,Bad,?,07/21/1996,no
"Duval, FL",Florida,44.41,12,'existing paid','new car',7472,0,unemployed,1,'female div/dep/mar',none,2,'real estate',?,none,rent,1,'unemp/unskilled non res',1,none,yes,Good,?,07/22/1996,yes
"Escambia, FL",Florida,-7911.06,36,?,'new car',9271,10.91,4<=X<7,2,'male single',?,1,car,24,none,own,1,skilled,1,?,no,good,?,07/23/1996,no
"Gadsden, FL",Florida,3.64,6,'existing paid',radio/tv,590,69.14,<1,3,?,none,3,'real estate',26,none,own,1,'unskilled resident',1,none,Unknown,Good,?,07/24/1996,Unknown
"Hillsborough, FL",Florida,0,12,'critical/other existing credit',radio/tv,930,0,>=7,4,'male single',none,4,'real estate',65,?,own,4,skilled,1,none,no,Bad,?,07/25/1996,no
"Hillsborough, FL",Florida,0,42,'all paid','used car',9283,0,unemployed,1,'male single',none,2,'no known property',55,bank,'for free',1,'high qualif/self emp/mgmt',1,yes,yes,good,?,07/26/1996,yes
"Madison, FL",Florida,0,15,'no credits/all paid','new car',1778,0,<1,2,'female div/dep/mar',none,1,'real estate',26,none,rent,2,'unemp/unskilled non res',1,?,yes,Bad,?,07/27/1996,yes
"Marion, FL",Florida,69.88,8,'existing paid',business,907,6.83,<1,3,'male mar/wid',none,2,'real estate',26,none,own,1,skilled,1,?,no,Good,?,07/28/1996,no
"Marion, FL",Florida,98.29,6,'existing paid',radio/tv,484,82.59,4<=X<7,3,'male mar/wid',guarantor,3,'real estate',28,bank,own,1,'unskilled resident',?,none,no,bad,?,07/29/1996,no
"Monroe, FL",Florida,-4383.35,36,'critical/other existing credit','used car',9629,80,4<=X<7,4,'male single',none,4,car,24,none,own,2,?,1,yes,no,Good,?,07/30/1996,no
"Orange, FL",Florida,-6144.69,48,'existing paid','domestic appliance',3051,61.85,1<=X<4,3,'male single',none,?,car,54,none,own,1,skilled,1,none,no,Bad,?,07/31/1996,no
"Palm Beach, FL",Florida,-5706.25,48,'existing paid','new car',3931,99.46,4<=X<7,?,'male single',?,?,'no known property',46,none,'for free',1,skilled,2,none,no,Good,?,08/01/1996,no
"Palm Beach, FL",Florida,28.13,36,'delayed previously','new car',7432,17.52,1<=X<4,?,'female div/dep/mar',none,2,'life insurance',54,?,rent,1,skilled,?,none,yes,Bad,?,08/02/1996,yes
"Palm Beach, FL",Florida,0,6,'existing paid','domestic appliance',1338,0,1<=X<4,1,'male div/sep',none,4,'real estate',62,none,own,1,skilled,1,none,no,Bad,?,08/03/1996,no
"Palm Beach, FL",Florida,0,6,?,?,1554,0,?,?,'female div/dep/mar',none,2,car,24,none,?,2,skilled,1,yes,yes,Bad,?,08/04/1996,yes
"Pasco, FL",Florida,0,36,'existing paid',other,15857,0,unemployed,2,'male div/sep','co applicant',3,car,43,none,own,?,'high qualif/self emp/mgmt',1,none,no,Good,?,08/05/1996,no
"Pinellas, FL",Florida,-581.77,18,'existing paid',radio/tv,1345,54.46,1<=X<4,?,'male mar/wid',none,3,'real estate',26,bank,?,1,?,1,?,Unknown,Bad,?,08/06/1996,Unknown
"Pinellas, FL",Florida,0,12,'existing paid',?,1101,0,?,3,'male mar/wid',none,2,'real estate',27,none,own,?,skilled,1,yes,no,good,?,08/07/1996,no
"Pinellas, FL",Florida,0,12,'existing paid',radio/tv,3016,0,1<=X<4,3,'male mar/wid',none,1,car,24,none,own,1,skilled,1,none,Unknown,Good,?,08/08/1996,Unknown
"Polk, FL",Florida,-8804.85,36,'existing paid',furniture/equipment,2712,21.59,>=7,2,'male single',none,2,'life insurance',41,bank,own,1,skilled,2,?,yes,good,?,08/09/1996,yes
"Polk, FL",Florida,-7039.13,8,'critical/other existing credit','new car',731,45.93,>=7,4,'male single',none,4,'real estate',?,none,own,2,?,1,none,no,Bad,?,08/10/1996,no
"Polk, FL",Florida,0,18,'critical/other existing credit',furniture/equipment,3780,0,<1,3,'male div/sep',none,2,car,35,none,own,2,'high qualif/self emp/mgmt',?,yes,no,Good,?,08/11/1996,no
"Polk, FL",Florida,-6845.84,21,'critical/other existing credit','new car',1602,64.4,>=7,4,'male mar/wid',none,3,car,30,none,own,2,skilled,1,yes,no,Good,?,08/12/1996,no
"St. Lucie, FL",Florida,-4028.09,18,'critical/other existing credit','new car',3966,89.91,?,1,'female div/dep/mar',none,4,'real estate',33,?,rent,3,skilled,1,yes,no,Good,?,08/13/1996,no
"Seminole, FL",Florida,0,18,?,business,4165,0,1<=X<4,2,'male single',none,2,car,36,stores,?,2,skilled,2,none,no,Good,?,08/14/1996,no
"Volusia, FL",Florida,-2327.2,36,'existing paid','used car',8335,0,>=7,3,'male single',none,4,'no known property',47,none,'for free',1,skilled,1,?,yes,Good,?,08/15/1996,yes
"Baker, GA",Georgia,45.9,48,'delayed previously',business,6681,0,1<=X<4,4,'male single',none,4,'no known property',38,none,'for free',1,skilled,2,yes,yes,bad,?,08/16/1996,yes
"Baldwin, GA",Georgia,0,24,?,business,2375,0,1<=X<4,4,'male single',none,2,car,?,?,own,2,skilled,2,yes,Unknown,bad,?,08/17/1996,Unknown
"Chatham, GA",Georgia,-9116.85,18,'existing paid','new car',1216,0,<1,4,'female div/dep/mar',none,3,car,23,none,rent,1,skilled,?,?,yes,Good,?,08/18/1996,yes
"Clayton, GA",Georgia,-6919.96,45,'no credits/all paid',business,11816,80.7,>=7,2,'male single',?,4,car,29,?,rent,2,skilled,1,none,yes,good,?,08/19/1996,yes
"Cobb, GA",Georgia,94.26,24,'existing paid',radio/tv,?,0,>=7,2,'female div/dep/mar',none,?,car,42,none,own,1,skilled,1,?,yes,Good,?,08/20/1996,yes
"De Kalb, GA",Georgia,5440.88,15,'existing paid',radio/tv,2327,94.96,<1,2,'female div/dep/mar',none,3,'real estate',25,none,own,1,'unskilled resident',1,none,no,Good,?,08/21/1996,no
"De Kalb, GA",Georgia,-6123.97,12,'no credits/all paid','new car',1082,0,1<=X<4,4,'male single',none,4,?,48,bank,own,2,?,1,none,yes,Good,?,08/22/1996,yes
"Elbert, GA",Georgia,0,12,'existing paid',?,886,0,1<=X<4,4,'female div/dep/mar',?,2,car,21,?,own,?,skilled,1,none,yes,Good,?,08/23/1996,yes
"Floyd, GA",Georgia,0,4,'existing paid',furniture/equipment,601,0,<1,1,'female div/dep/mar',?,3,'real estate',23,?,rent,1,'unskilled resident',2,none,no,Bad,?,08/24/1996,no
"Fulton, GA",Georgia,-8713.84,?,'critical/other existing credit','used car',?,71.17,>=7,4,'male single',none,4,'life insurance',63,none,own,2,skilled,?,yes,no,Bad,?,08/25/1996,no
"Harris, GA",Georgia,0,24,'critical/other existing credit',radio/tv,2611,0,>=7,4,'male mar/wid','co applicant',?,'real estate',46,none,own,2,skilled,1,none,no,Good,?,08/26/1996,no
"Houston, GA",Georgia,-2075.66,36,'existing paid',furniture/equipment,5179,28.73,4<=X<7,4,'male single',none,2,'life insurance',29,none,own,1,skilled,?,none,no,Good,?,08/27/1996,no
"Muscogee, GA",Georgia,0,21,'delayed previously','used car',2993,0,1<=X<4,3,'male single',none,2,'real estate',28,stores,own,2,'unskilled resident',1,none,yes,Good,?,08/28/1996,yes
"Pike, GA",Georgia,0,18,'existing paid',repairs,1943,0,?,4,'female div/dep/mar',none,4,'real estate',23,none,?,1,skilled,1,none,yes,Good,?,08/29/1996,yes
"Richmond, GA",Georgia,0,24,'all paid',business,1559,0,4<=X<7,4,'male single',none,4,car,50,bank,?,1,skilled,1,yes,no,Good,?,08/30/1996,no
"Spalding, GA",Georgia,0,18,'existing paid',furniture/equipment,3422,0,>=7,4,'male single',none,4,'life insurance',47,bank,own,?,skilled,2,?,Unknown,Good,?,08/31/1996,Unknown
"Terrell, GA",Georgia,164.54,21,?,furniture/equipment,3976,0,4<=X<7,2,?,none,3,?,35,none,own,1,skilled,1,yes,no,Good,?,09/01/1996,no
"Toombs, GA",Georgia,0,18,'existing paid','new car',6761,0,1<=X<4,2,'male single',none,4,car,68,none,rent,2,skilled,1,?,yes,Good,?,09/02/1996,yes
"Washington, GA",Georgia,0,?,?,'new car',1249,0,<1,?,'male mar/wid',none,2,'real estate',28,none,own,1,skilled,1,none,yes,Bad,?,09/03/1996,yes
"Fulton, GA",Georgia,-5400.65,9,'existing paid',radio/tv,1364,27.79,4<=X<7,?,'male single',none,4,'real estate',59,none,own,1,skilled,1,?,no,Good,?,09/04/1996,no
"Honolulu, HI",Hawaii,-9276.51,12,'existing paid',?,709,16.33,>=7,4,'male single',none,4,'real estate',57,stores,own,1,'unskilled resident',1,none,Unknown,good,?,09/05/1996,Unknown
"Boone, IA",Iowa,-2942.19,20,'critical/other existing credit','new car',2235,1.49,1<=X<4,4,'male mar/wid',guarantor,2,'life insurance',?,bank,rent,2,skilled,1,none,no,Good,?,09/06/1996,no
"Henry, IA",Iowa,0,24,'critical/other existing credit','used car',4042,0,4<=X<7,3,'male single',none,4,'life insurance',43,none,own,2,skilled,1,yes,no,Good,?,09/07/1996,no
"Johnson, IA",Iowa,0,15,'critical/other existing credit',radio/tv,1471,0,1<=X<4,4,'male single',none,4,'no known property',35,none,'for free',2,skilled,1,yes,yes,bad,?,09/08/1996,yes
"Linn, IA",Iowa,-4157.57,18,'all paid',?,1442,94.88,4<=X<7,4,'male single',none,4,?,32,none,'for free',2,'unskilled resident',2,none,no,Good,?,09/09/1996,no
"Linn, IA",Iowa,0,36,'delayed previously','new car',10875,0,>=7,2,'male single',none,2,car,45,?,own,2,skilled,2,yes,no,bad,?,09/10/1996,no
"Marshall, IA",Iowa,0,24,'existing paid','new car',1474,0,<1,4,'male mar/wid',none,?,'real estate',33,none,own,1,skilled,1,yes,no,Good,?,09/11/1996,no
"Pottawattamie, IA",Iowa,0,?,'existing paid',retraining,894,0,4<=X<7,4,'female div/dep/mar',none,3,'life insurance',40,none,own,1,skilled,1,yes,yes,Bad,?,09/12/1996,yes
"Canyon, ID",Idaho,0,?,'critical/other existing credit',furniture/equipment,3343,0,1<=X<4,4,?,none,2,'no known property',?,?,'for free',1,skilled,?,yes,yes,Good,?,09/13/1996,yes
"Canyon, ID",Idaho,-4513.12,15,'existing paid','new car',3959,18.68,1<=X<4,3,'female div/dep/mar',none,2,?,29,none,own,1,skilled,1,yes,no,Bad,?,09/14/1996,no
"Adams, IL",Illinois,0,9,'existing paid','new car',3577,0,1<=X<4,1,'male single',guarantor,2,'real estate',26,none,rent,1,skilled,2,none,no,bad,?,09/15/1996,no
"Champaign, IL",Illinois,0,24,'critical/other existing credit',?,5804,0,1<=X<4,4,'male single',none,2,'real estate',?,none,own,2,skilled,?,none,Unknown,bad,?,09/16/1996,Unknown
"Cook, IL",Illinois,0,18,'delayed previously',business,2169,0,1<=X<4,4,'male mar/wid',none,2,car,?,none,own,1,skilled,1,?,no,Good,?,09/17/1996,no
"Cook, IL",Illinois,-2638.38,24,'existing paid',radio/tv,2439,0,<1,?,'female div/dep/mar',none,?,'real estate',35,none,own,1,?,1,yes,Unknown,good,?,09/18/1996,Unknown
"Chicago, IL",Illinois,0,27,'critical/other existing credit',furniture/equipment,4526,0,<1,4,'male single',none,2,'real estate',32,stores,own,2,'unskilled resident',2,yes,no,Bad,?,09/19/1996,no
"Cook, IL",Illinois,0,10,'existing paid',furniture/equipment,2210,0,?,2,'male single',?,2,'real estate',25,?,?,1,'unskilled resident',1,none,no,good,?,09/20/1996,no
"Cook, IL",Illinois,0,15,?,furniture/equipment,2221,0,1<=X<4,2,'female div/dep/mar',none,4,car,20,none,rent,1,skilled,1,none,no,bad,?,09/21/1996,no
"Chicago, IL",Illinois,-8906.05,18,'existing paid',radio/tv,2389,88.27,<1,4,?,none,1,car,27,stores,own,1,skilled,1,?,yes,bad,?,09/22/1996,yes
"Cook, IL",Illinois,0,12,'critical/other existing credit',furniture/equipment,3331,0,>=7,2,'male single',none,4,'life insurance',42,stores,own,1,skilled,1,none,Unknown,bad,?,09/23/1996,Unknown
"Chicago, IL",Illinois,0,36,'existing paid',business,7409,0,>=7,3,'male single',none,2,?,37,none,own,2,skilled,1,none,yes,Good,?,09/24/1996,yes
"DuPage, IL",Illinois,-542.44,12,'existing paid',furniture/equipment,652,94.47,>=7,4,'female div/dep/mar',none,4,'life insurance',24,none,?,1,skilled,1,none,yes,Bad,?,09/25/1996,yes
"DuPage, IL",Illinois,0,36,'delayed previously',furniture/equipment,?,0,4<=X<7,2,'female div/dep/mar',none,4,car,40,none,?,2,skilled,?,yes,no,Bad,?,09/26/1996,no
"Henry, IL",Illinois,6044.46,6,'critical/other existing credit','new car',1343,18.82,>=7,1,'male single',none,4,'real estate',46,none,own,2,skilled,2,none,no,bad,?,09/27/1996,no
"Kane, IL",Illinois,-34.79,24,'critical/other existing credit',business,?,146.38,4<=X<7,?,'male single',none,?,'real estate',26,none,own,2,skilled,1,yes,yes,Good,?,09/28/1996,yes
"Kane, IL",Illinois,0,15,'existing paid','domestic appliance',874,0,<1,4,'female div/dep/mar',none,1,'real estate',24,none,own,1,skilled,1,none,no,Good,?,09/29/1996,no
"Kankakee, IL",Illinois,-7372.45,12,'existing paid',furniture/equipment,?,0,1<=X<4,2,'male single','co applicant',2,'life insurance',29,none,own,1,'unskilled resident',2,none,yes,bad,?,09/30/1996,yes
"Lake, IL",Illinois,51.27,11,'critical/other existing credit','new car',1322,7453.33,1<=X<4,4,'female div/dep/mar',none,?,car,40,none,?,2,skilled,1,none,no,Good,?,10/01/1996,no
"McLean, IL",Illinois,-974,18,'all paid',radio/tv,1940,65.2,<1,3,'male single','co applicant',4,'no known property',36,bank,'for free',1,'high qualif/self emp/mgmt',1,yes,no,Bad,?,10/02/1996,no
