@relation cleaned_credit-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R1

@attribute checking_amt numeric
@attribute duration numeric
@attribute credit_history {'critical/other existing credit','existing paid','delayed previously','no credit history','no credits/all paid','all paid'}
@attribute purpose {radio/tv,education,furniture/equipment,Unknown,'used car','new car',business,'domestic appliance',repairs,other,retraining}
@attribute credit_amount numeric
@attribute savings numeric
@attribute employment {>=7,1<=X<4,4<=X<7,Unknown,unemployed,<1}
@attribute installment_commitment numeric
@attribute personal_status {'male single','female div/dep/mar','male div/sep','male mar/wid',Unknown}
@attribute other_parties {none,Unknown,guarantor,'co applicant'}
@attribute residence_since numeric
@attribute property_magnitude {'real estate',Other,'life insurance','no known property',car}
@attribute age numeric
@attribute other_payment_plans {none,Other,bank,stores}
@attribute housing {own,Other,'for free',rent}
@attribute existing_credits numeric
@attribute job {skilled,'unskilled resident','high qualif/self emp/mgmt',Other,'unemp/unskilled non res'}
@attribute own_telephone {yes,none,no}
@attribute foreign_worker {no,yes,Unknown}
@attribute class {Bad,Good}

@data
3586.3,30,'critical/other existing credit',radio/tv,3656,0,>=7,4,Unknown,none,4,'life insurance',49,stores,Other,2,'unskilled resident',none,yes,Bad
193.78,9,'critical/other existing credit',radio/tv,1154,1.28,>=7,2,'male single',none,4,'real estate',31,none,own,3,'unskilled resident',none,no,Good
-6792.8,28,'existing paid','new car',4006,29.47,Unknown,3,'male single',none,2,car,45,none,own,1,'unskilled resident',no,no,Bad
169.67,24,'existing paid',Unknown,3069,286.74,>=7,4,'male single',none,4,'no known property',30,Other,'for free',1,skilled,none,yes,Bad
0,6,'no credit history',radio/tv,1740,0,>=7,2,'male mar/wid',none,2,'real estate',30,none,rent,2,skilled,none,yes,Good
192.9,21,'delayed previously','new car',2353,73.52,1<=X<4,1,'male div/sep',none,4,'life insurance',47,none,own,2,skilled,none,no,Good
0,15,'existing paid','new car',3556,0,1<=X<4,3,'male single',none,2,'no known property',29,none,own,1,skilled,none,no,Good
0,24,'existing paid',radio/tv,2397,0,>=7,3,'male single',none,2,car,35,Other,own,2,skilled,yes,no,Good
0,6,'existing paid',repairs,3234,0,Unknown,3,'male mar/wid',none,1,'life insurance',22,Other,Other,1,'unskilled resident',none,no,Bad
55.87,30,'existing paid',radio/tv,1715,0,1<=X<4,4,'female div/dep/mar',none,1,car,26,none,Other,1,skilled,none,Unknown,Good
132.11,27,'critical/other existing credit',radio/tv,2520,774.26,1<=X<4,4,'male single',none,2,'life insurance',23,Other,own,2,'unskilled resident',none,yes,Good
0,15,'no credit history',Unknown,3568,0,>=7,4,'female div/dep/mar',Unknown,0,Other,54,bank,rent,1,'high qualif/self emp/mgmt',yes,Unknown,Good
0,42,'existing paid',radio/tv,7166,0,4<=X<7,2,'male mar/wid',none,4,'life insurance',29,none,rent,1,skilled,yes,yes,Bad
-9201.17,11,'critical/other existing credit','new car',3939,82.17,1<=X<4,1,'male single',none,2,'real estate',40,none,own,2,'unskilled resident',none,yes,Bad
0,15,'existing paid',repairs,1514,0,1<=X<4,0,'male single',guarantor,2,'real estate',22,Other,own,1,skilled,none,yes,Good
?,?,?,Unknown,3234,0,Unknown,0,Unknown,Unknown,0,Other,31,Other,Other,0,Other,no,Unknown,Good
0,24,'existing paid','new car',7393,0,1<=X<4,1,'male single',none,4,'life insurance',43,none,Other,1,'unskilled resident',no,yes,Good
-3817.21,24,'all paid','new car',1193,7.35,unemployed,1,'female div/dep/mar','co applicant',4,'no known property',29,none,rent,2,'unemp/unskilled non res',none,Unknown,Good
-5030.05,60,'existing paid',business,3234,0,>=7,0,'male single','co applicant',4,'no known property',31,none,rent,1,skilled,none,yes,Bad
0,30,'critical/other existing credit',Unknown,3234,0,1<=X<4,0,'female div/dep/mar',none,2,car,33,none,own,1,skilled,yes,Unknown,Bad
9492.3,24,'existing paid',radio/tv,3234,732.13,1<=X<4,3,'female div/dep/mar',none,3,Other,57,none,own,1,'unskilled resident',none,no,Good
161.73,6,'existing paid',radio/tv,753,0,1<=X<4,2,'female div/dep/mar',guarantor,0,'real estate',64,none,own,1,Other,none,no,Good
137.22,18,'delayed previously',business,2427,0,>=7,4,'male single',none,2,'life insurance',42,none,own,2,skilled,none,yes,Good
0,24,'delayed previously','new car',2538,0,>=7,4,Unknown,none,4,car,47,none,own,2,'unskilled resident',none,Unknown,Bad
8.44,15,'all paid','new car',1264,119.45,1<=X<4,2,'male mar/wid',none,0,'life insurance',25,none,rent,1,skilled,none,Unknown,Good
84.87,30,'critical/other existing credit',furniture/equipment,8386,1.92,4<=X<7,2,'male single',none,2,'life insurance',49,none,own,1,skilled,none,yes,Good
0,48,'existing paid',business,4844,0,unemployed,3,'male single',Unknown,2,car,33,bank,rent,1,'high qualif/self emp/mgmt',yes,yes,Bad
7338.22,21,'existing paid','new car',2923,174.71,1<=X<4,1,'female div/dep/mar',none,1,car,28,bank,own,1,'high qualif/self emp/mgmt',yes,no,Good
-3300.97,36,'existing paid','used car',8229,32.32,1<=X<4,2,'male single',none,2,'life insurance',26,none,own,1,skilled,none,yes,Good
0,24,'critical/other existing credit',furniture/equipment,2028,0,4<=X<7,2,'male single',none,2,'life insurance',30,none,own,2,'unskilled resident',none,Unknown,Good
-6188.9,15,'critical/other existing credit',furniture/equipment,1433,15.71,1<=X<4,4,'female div/dep/mar',none,3,'life insurance',25,none,rent,2,skilled,none,yes,Bad
3071.02,42,'no credit history',business,6289,20.05,<1,2,'male div/sep',none,1,'life insurance',33,none,own,2,skilled,none,no,Good
0,13,'existing paid',radio/tv,1409,0,unemployed,2,'female div/dep/mar',none,0,'real estate',64,none,own,1,skilled,none,yes,Bad
-5107.89,24,'existing paid','used car',6579,21.65,unemployed,4,'male single',Unknown,0,'no known property',29,none,'for free',1,'high qualif/self emp/mgmt',yes,no,Good
96.89,24,'critical/other existing credit',radio/tv,3234,29.55,>=7,4,'male single',none,2,'life insurance',48,none,own,0,'unskilled resident',none,no,Good
0,12,'critical/other existing credit',education,3565,0,<1,2,'male single',none,1,'life insurance',37,none,own,2,'unskilled resident',none,no,Good
0,15,'all paid',radio/tv,1569,0,>=7,4,Unknown,none,4,car,34,bank,Other,1,'unskilled resident',none,no,Good
0,18,'existing paid',radio/tv,1936,0,4<=X<7,2,'male mar/wid',none,4,car,23,none,Other,0,'unskilled resident',none,yes,Good
-9599.81,36,'existing paid',furniture/equipment,3959,25.06,unemployed,0,Unknown,none,3,'life insurance',30,none,own,1,'high qualif/self emp/mgmt',yes,no,Bad
0,12,'existing paid','new car',2390,0,>=7,4,'male single',none,3,car,50,none,own,1,skilled,yes,no,Good
0,12,'existing paid',furniture/equipment,1736,0,4<=X<7,3,Unknown,none,4,'real estate',31,none,own,1,'unskilled resident',none,no,Bad
-3296.07,30,'existing paid',Unknown,3857,88.42,1<=X<4,4,'male div/sep',none,4,'life insurance',40,none,own,1,'high qualif/self emp/mgmt',yes,Unknown,Good
0,20,'existing paid',radio/tv,804,0,>=7,4,'male single',Unknown,4,car,38,none,own,1,skilled,none,no,Good
-7050.13,45,'existing paid',radio/tv,1845,66.53,1<=X<4,4,'male single',Unknown,0,'no known property',23,none,'for free',1,skilled,yes,yes,Good
32.57,45,'critical/other existing credit',Unknown,4576,227.77,unemployed,3,'male single',Unknown,4,car,27,none,Other,1,skilled,none,yes,Good
